Account Name,City,County,State,Status,Budget Cycle,Engagement Date,Proposal Sent,ZIP,Agency Count,Budget Cycle,CPE Contract end date,Organization Type,Population,Category Type,Sworn Officers,Total Employees, Dispatch Seats ,Jail Beds,CAD Vendor,Dispatched By,CAD vendor since,RMS Vendor,RMS vendor since,CPE Vendor,CPE Last Upgraded,CPE Contract End,Jail Vendor,Jail vendor since,ANL Vendor ID
Muscle Shoals Police Department,Muscle Shoals,Colbert,AL,,,,,35662-2624,1,,,"Police, Municipal",13800,Law,37,47,  1.00 ,0,Southern Software,,1/1/2016,Southern Software,1/1/2016,,,,Southern Software,1/1/2016,Southern Software
Crenshaw County Sheriff's Department,Luverne,Crenshaw,AL,,,,,36049-0022,1,,,"County, Sheriff or Police",13600,Law,10,11,  2.00 ,0,CGI,,,,,Motorola Solutions / CallWorks*,,,,,
Clay County Sheriff's Department,Ashland,Clay,AL,,,,,36251,1,,,"County, Sheriff or Police",13500,Law,12,28,  4.00 ,0,Digital Detectives Ltd,,1/1/2004,Digital Detectives Ltd,1/1/2004,Does not use*,,,Digital Detectives Ltd,,Other
Clay County Communications,Lineville,Clay,AL,,,,,32666-,1,,,Dispatch Center (Stand Alone),13500,Dispatch,0,8,  3.00 ,0,CGI,,1/1/2003,,,Motorola Solutions / Vesta,,,,,
Eufaula Police Department,Eufaula,Barbour,AL,,,,,36072-0219,1,,,"Police, Municipal",13371,Law,32,49,  3.00 ,0,Southern Software,,11/1/2018,Southern Software,11/1/2018,Motorola Solutions / Vesta,1/1/2018,,,,
Choctaw County 911 Dispatch Center,Butler,Choctaw,AL,,,,,36904-2511,1,,,Dispatch Center (Stand Alone),13100,Dispatch,0,5,  2.00 ,0,CGI,,1/1/2000,,,RPS,1/1/2019,1/1/2024,,,
Sumter County Sheriff's Department,Livingston,Sumter,AL,,,,,35470,1,,,"County, Sheriff or Police",13100,Law,8,22,  2.00 ,0,Southern Software,,,"Microsoft (Office, Access, Excel, Word, etc.)",,AT&T / Interact,,,Sam Houston / Crimes*,,
Sumter County Communications,York,Sumter,AL,,,,,36925-,1,,,Dispatch Center (Stand Alone),13100,Dispatch,0,5,  2.00 ,0,Southern Software,,1/1/2007,,,AT&T / Interact,,,,,
Fairfield Police Department,Fairfield,Jefferson,AL,,,,,35064-0177,1,,,"Police, Municipal",13027,Law,25,28,  3.00 ,0,Caliber Public Safety / InterAct*,,1/1/2003,In House Custom System*,1/1/2011,,,,,,
Lowndes County Sheriff's Department,Hayneville,Lowndes,AL,,,,,36040,1,,,"County, Sheriff or Police",12900,Law,20,45,  2.00 ,0,Other,,1/1/1999,Other,1/1/1999,Zetron*,,,,,
Jacksonville Police Department,Jacksonville,Calhoun,AL,,,,,36265-2632,1,,,"Police, Municipal",12600,Law,23,32,  2.00 ,0,Southern Software,,1/1/2006,Southern Software,1/1/2006,,,,,,Motorola Solutions / Crime Reports
Fort Payne Police Department,Fort Payne,DeKalb,AL,,,,,35967-1910,1,,,"Police, Municipal",12480,Law,38,60,  15.00 ,0,Southern Software,,1/1/2006,Southern Software,1/1/2006,,,,,,Southern Software
Irondale Police Department,Irondale,Jefferson,AL,,,,,35210-1528,1,,,"Police, Municipal",12000,Law,60,70,  9.00 ,0,Southern Software,,1/1/1996,Southern Software,1/1/1996,Cassidian Communications / PlantCML*,,,,,Does not use*
Gardendale Police Department,Gardendale,Jefferson,AL,,,,,35071-0889,1,,,"Police, Municipal",12000,Law,31,40,  2.00 ,0,Southern Software,,2/1/2011,Southern Software,2/1/2011,Zetron*,,,,,Southern Software
Gulf Shores Police Department,Gulf Shores,Baldwin,AL,,,,,36547,1,,,"Police, Municipal",11809,Law,47,65,  2.00 ,26,,,1/1/2007,,1/1/2007,,,,Sam Houston / Crimes*,,Motorola Solutions / Crime Reports
Trussville Police Department,Trussville,Jefferson,AL,,,,,35173-0159,1,,,"Police, Municipal",10796,Law,43,55,  3.00 ,0,Southern Software,,10/1/2017,Southern Software,10/1/2017,Motorola Solutions / CallWorks*,,,,,
Leeds Police Department,Leeds,Jefferson,AL,,,,,35094-2213,1,,,"Police, Municipal",10480,Law,30,40,  2.00 ,0,Southern Software,,4/1/2011,Southern Software,4/1/2011,,,,Southern Software,4/1/2011,Southern Software
Lowndes County E-911,Hayneville,Lowndes,AL,,,,,36046,1,,,Dispatch Center (Stand Alone),10400,Dispatch,0,9,  2.00 ,0,GeoConnect,,5/1/2019,,,GeoConnect,,,,,
Russellville Police Department,Russellville,Franklin,AL,,,,,35653-1148,1,,,"Police, Municipal",9800,Law,25,31,  2.00 ,0,Southern Software,,1/1/2018,Southern Software,1/1/2018,,,,Southern Software,1/1/2018,
Boaz Police Department,Boaz,Marshall,AL,,,,,35957-0537,1,,,"Police, Municipal",9700,Law,30,40,  2.00 ,70,Tyler Technologies / Odyssey*,,6/1/2014,Tyler Technologies / Odyssey*,6/1/2014,,,,Tyler Technologies / Odyssey*,1/1/2014,Tyler Technologies / Odyssey*
Rainbow City Police Department,Rainbow City,Etowah,AL,,,,,35906-6331,1,,,"Police, Municipal",9500,Law,25,35,  2.00 ,0,Southern Software,,1/1/2011,Ultrasystem / AL RMS,1/1/2011,Other,,,,,
Baldwin County Sheriff's Department,Bay Minette,Baldwin,AL,,,,,36507,1,,,"County, Sheriff or Police",9312,Law,125,325,  5.00 ,0,Caliber Public Safety / Smartcop / CTS America*,,1/1/2008,Caliber Public Safety / Smartcop / CTS America*,1/1/2015,Motorola Solutions / CallWorks*,,,Caliber Public Safety / Smartcop / CTS America*,,Caliber Public Safety / Smartcop / CTS America*
Valley Police Department,Valley,Chambers,AL,,,,,36854-0186,1,,,"Police, Municipal",9282,Law,28,35,,0,Does Not Dispatch*,Chambers County E 9-1-1,,MOVE,1/1/2010,Does not use*,,,,,
Fultondale Police Department,Fultondale,Jefferson,AL,,,,,35068-0699,1,,,"Police, Municipal",9084,Law,18,24,  2.00 ,0,,,,Southern Software,1/1/2006,,,,,,
Fairhope Police Department,Fairhope,Baldwin,AL,,,,,36532-,1,,,"Police, Municipal",9000,Law,40,70,  3.00 ,0,Southern Software,,10/1/2010,Southern Software,2/1/2011,Does not use*,,,,,Southern Software
Bay Minette Police Department,Bay Minette,Baldwin,AL,,,,,36507-1208,1,,,"Police, Municipal",9000,Law,24,33,  2.00 ,0,Southern Software,,1/1/2007,Southern Software,1/1/2007,,,,,,Southern Software
Opp Police Department,Opp,Covington,AL,,,,,36467-0610,1,,,"Police, Municipal",9000,Law,15,25,  1.00 ,0,In House Custom System*,,1/1/2017,In House Custom System*,1/1/2017,,,,In House Custom System*,1/1/2017,
Andalusia Police Department,Andalusia,Covington,AL,,,,,36420-0429,1,,,"Police, Municipal",8900,Law,32,38,  2.00 ,0,Southern Software,,1/1/2017,Southern Software,1/1/2007,,,,,,Motorola Solutions / Crime Reports
Jefferson State Community College,Birmingham,Jefferson,AL,,,,,35215-3098,1,,,"Police, University & College",8900,Law,23,27,  1.00 ,0,In House Custom System*,,,In House Custom System*,1/1/2005,,,,,,
Atmore Police Department,Atmore,Escambia,AL,,,,,36504-1297,1,,,"Police, Municipal",8800,Law,34,50,  2.00 ,0,Southern Software,,1/1/1998,Southern Software,1/1/1998,,,,,,Southern Software
Tuskegee Police Department,Tuskegee,Macon,AL,,,,,36083-7114,1,,,"Police, Municipal",8700,Law,27,37,  8.00 ,0,CGI,,3/1/2017,Pen and Paper,,,,,,,
Southside Police Department,Southside,Etowah,AL,,,,,35907-7905,1,,,"Police, Municipal",8600,Law,15,20,  1.00 ,0,Does not use*,,,MOVE,1/1/2010,,,,,,
Attalla Police Department,Attalla,Etowah,AL,,,,,35954-2017,1,,,"Police, Municipal",8500,Law,21,26,  2.00 ,0,Southern Software,,1/1/2017,Southern Software,1/1/2017,,,,Southern Software,1/1/2017,Southern Software
Guntersville Police Department,Guntersville,Marshall,AL,,,,,35976-1105,1,,,"Police, Municipal",8437,Law,30,53,  2.00 ,30,Southern Software,,1/1/2014,Southern Software,1/1/2001,Does not use*,,,Southern Software,,
Arab Police Department,Arab,Marshall,AL,,,,,35016-1020,1,,,"Police, Municipal",8300,Law,25,40,  1.00 ,0,"Information Technologies, Inc.",,1/1/2000,MOVE,1/1/2010,Does not use*,,,,,MOVE
Tuscumbia Police Department,Tuscumbia,Colbert,AL,,,,,35674-0967,1,,,"Police, Municipal",8253,Law,21,29,  5.00 ,0,M&M Microsystem / SOMS,,,M&M Microsystem / SOMS,,,,,M&M Microsystems / SOMS*,1/1/2001,
Daleville Police Department,Daleville,Dale,AL,,,,,36322-0188,1,,,"Police, Other",8000,Law,17,23,  1.00 ,0,APSS - Alert Public Safety Solutions,,,Pen and Paper,,Motorola Solutions / CallWorks*,,,,,
Monroeville Police Department,Monroe Ville,Monroe,AL,,,,,36460-0147,1,,,"Police, Municipal",7500,Law,15,30,  2.00 ,0,Southern Software,,1/1/2007,Southern Software,1/1/2007,,,,,,
Jackson Police Department,Jackson,Clarke,AL,,,,,36545-0109,1,,,"Police, Municipal",7000,Law,21,26,  1.00 ,0,Other,,1/1/2017,Other,1/1/2017,Other,,,Sam Houston / Crimes*,,Motorola Solutions / Crime Reports
Alabama State University Police Department,Montgomery,Montgomery,AL,,,,,36101-0271,1,,,"Police, University & College",7000,Law,24,30,  1.00 ,0,Radio's,,,Other,,,,,,,
Hamilton Police Department,Hamilton,Marion,AL,,,,,35570-0188,1,,,"Police, Municipal",6380,Law,12,15,  2.00 ,0,Does not use*,,,MOVE,,,,,,,
Tarrant City Police Department,Tarrant,Jefferson,AL,,,,,35217-2352,1,,,"Police, Municipal",6200,Law,20,30,  2.00 ,28,Southern Software,,6/17/2017,Southern Software,6/17/2017,Motorola Solutions / CallWorks*,,,,,Southern Software
Thomasville Police Department,Thomasville,Clarke,AL,,,,,36784-0127,1,,,"Police, Municipal",6000,Law,20,28,  4.00 ,0,Ultrasystem / AL RMS,,1/1/2008,Ultrasystem / AL RMS,1/1/2008,,,,,,Ultrasystem / AL RMS
Evergreen Police Department,Evergreen,Conecuh,AL,,,,,36401-0229,1,,,"Police, Municipal",6000,Law,18,20,  2.00 ,0,Does not use*,Other,,Other,5/1/2019,,,,Does not use*,,Other
Robertsdale Police Department,Robertsdale,Baldwin,AL,,,,,36567-0429,1,,,"Police, Municipal",6000,Law,14,25,  1.00 ,0,Southern Software,,1/1/2006,Southern Software,1/1/2006,,,,Southern Software,1/1/2006,Southern Software
Roanoke Police Department,Roanoke,Randolph,AL,,,,,36274-1270,1,,,"Police, Municipal",5984,Law,24,30,  1.00 ,0,Southern Software,,1/1/2001,Southern Software,1/1/2001,,,,Southern Software,1/1/2001,Southern Software
Orange Beach Police Department,Orange Beach,Baldwin,AL,,,,,36561,1,,,"Police, Municipal",5932,Law,47,67,  2.00 ,32,Southern Software,,1/1/2006,Sam Houston / Crimes*,,,,,Southern Software,,
Chickasaw Police Department,Chickasaw,Mobile,AL,,,,,36671,1,,,"Police, Municipal",5900,Law,39,47,,0,Does not use*,Mobile County Communications Dist,1/1/2004,Other,1/1/2004,,,,,,
Haleyville Police Department,Haleyville,Winston,AL,,,,,35565-1509,1,,,"Police, Municipal",5500,Law,12,25,  4.00 ,0,,,,Southern Software,1/1/2000,,,,,,Does not use*
Geneva Police Department,Geneva,Geneva,AL,,,,,36340-0332,1,,,"Police, Municipal",5500,Law,13,18,  1.00 ,0,Does not use*,Geneva County E 9-1-1,,Does not use*,,,,,Sam Houston / Crimes*,,
Brewton Police Department,Brewton,Escambia,AL,,,,,36426-0527,1,,,"Police, Municipal",5400,Law,25,35,  1.00 ,0,Southern Software,,1/1/2013,Southern Software,1/1/2001,,,,,,Ultrasystem / AL RMS
Alabama A & M University,Normal,Madison,AL,,,,,35762-0522,1,,,"Police, University & College",5008,Law,20,30,  2.00 ,0,AssetWorks / BOSSCOPS,,1/1/2014,AssetWorks / BOSSCOPS,1/1/2014,Does not use*,,,,,Does not use*
Rainsville Police Department,Rainsville,DeKalb,AL,,,,,35986-0309,1,,,"Police, Municipal",5000,Law,11,15,  4.00 ,0,Radio's,,,Ultrasystem / AL RMS,,,,,,,
Union Springs Police Department,Union Springs,Bullock,AL,,,,,36089-0549,1,,,"Police, Municipal",4750,Law,14,20,  2.00 ,0,Southern Software,,1/1/2011,Ultrasystem / AL RMS,1/1/2009,,,,,,Ultrasystem / AL RMS
Tallassee Department Of Public Safety,Tallassee,Elmore,AL,,,,,36078-2035,1,,,"Police, Municipal",4700,Law,21,25,  2.00 ,0,Caliber Public Safety / Global*,,,Caliber Public Safety / Global*,,Solacom,,,,,
Fayette County E 9-1-1,Fayette,Fayette,AL,,,,,35546,1,,,Dispatch Center (Stand Alone),4432,Dispatch,0,7,  2.00 ,0,iNet,,7/1/2017,,,Motorola Solutions / Vesta,1/1/2017,,,,
Adamsville Police Department,Adamsville,Jefferson,AL,,,,,35005,1,,,"Police, Municipal",4300,Law,18,31,  2.00 ,0,Caliber Public Safety / InterAct*,,1/1/2002,Caliber Public Safety / InterAct*,1/1/2002,Motorola Solutions / Vesta*,5/2/2019,,Caliber Public Safety / InterAct*,1/1/2002,MOVE
Montevallo Police Department,Montevallo,Shelby,AL,,,,,35115-4044,1,,,"Police, Municipal",4265,Law,13,17,  1.00 ,0,Sam Houston / Crimes*,,,Sam Houston / Crimes*,,,,,Sam Houston / Crimes*,,
Elba Police Department,Elba,Coffee,AL,,,,,36323-1706,1,,,"Police, Municipal",3800,Law,15,21,  2.00 ,0,In House Custom System*,,,In House Custom System*,,Motorola Solutions / CallWorks*,,,,,
Red Bay Police Department,Red Bay,Franklin,AL,,,,,35582-2000,1,,,"Police, Municipal",3500,Law,10,15,  5.00 ,0,Radio's,,,Pen and Paper,,,,,Caliber Public Safety / Global*,1/1/2009,Does not use*
Dadeville Police Department,Dadeville,Tallapoosa,AL,,,,,36853,1,,,"Police, Municipal",3286,Law,12,13,  1.00 ,0,Does not use*,Tallapoosa County Sheriff,,Other,2/1/2019,Does not use*,6/20/2019,,,,
Warrior Police Department,Warrior,Jefferson,AL,,,,,35180,1,,,"Police, Municipal",3280,Law,14,19,  1.00 ,0,Does not use*,,,Pen and Paper,,,,,Sam Houston / Crimes*,,Pen and Paper
Columbiana Police Department,Columbiana,Shelby,AL,,,,,35051-9331,1,,,"Police, Municipal",3200,Law,11,15,  1.00 ,0,,,,Southern Software,1/1/2014,,,,,,Southern Software
Tuskegee University,Tuskegee,Pike,AL,,,,,36088-0123,1,,,"Police, University & College",3000,Law,14,32,  1.00 ,0,Does not use*,,,"Microsoft (Office, Access, Excel, Word, etc.)*",,,,,,,
Lipscomb Police Department,Lipscomb,Jefferson,AL,,,,,35020-2956,1,,,"Police, Municipal",3000,Law,10,16,  1.00 ,0,Sam Houston / Crimes*,,,Does not use*,,,,,Sam Houston / Crimes*,,
Lafayette Police Department,Lafayette,Chambers,AL,,,,,36862-0087,1,,,"Police, Municipal",2968,Law,15,17,,0,Does Not Dispatch*,,,AlaCOP,1/1/2011,Solacom,,,Sam Houston / Crimes*,,
Abbeville Police Department,Abbeville,Henry,AL,,,,,36310-0308,1,,,"Police, Municipal",2608,Law,9,17,  3.00 ,0,,,1/1/2007,,,Motorola Solutions / CallWorks*,,,,,
Sumiton Police Department,Sumiton,Walker,AL,,,,,35148,1,,,"Police, Municipal",2400,Law,5,13,  8.00 ,0,Other,,1/1/2013,Other,1/1/2013,,,,Other,,
Ashland Police Department,Ashland,Clay,AL,,,,,36251-0306,1,,,"Police, Municipal",2300,Law,10,14,  1.00 ,0,Does not use*,,,Southern Software,3/30/2009,Southern Software,,,,,Southern Software
Kennedy Police Department,Vernon,Lamar,AL,,,,,35592,1,,,"Police, Municipal",541,Law,1,1,  5.00 ,0,,Lamar County Sheriff's Department,1/1/2001,Pen and Paper,1/1/2001,,,,Sam Houston / Crimes*,,
Marion County Sheriff's Department,Hamilton,Marion,AL,,,,,35570,1,,,"County, Sheriff or Police",31,Law,12,35,  2.00 ,0,In House Custom System*,,1/1/2011,In House Custom System*,1/1/2011,,,,In House Custom System*,,
Alabama Law Enforcement Agency,Montgomery,Montgomery,AL,,,,,36104-,1,,,"Police, State",0,Law,500,1400,  67.00 ,0,In House Custom System*,,1/1/2007,In House Custom System*,1/1/2007,Does not use*,,,,,In House Custom System*
Huntsville/Madison County E 9-1-1,Huntsville,Madison,AL,,,,,35806,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,108,  36.00 ,0,Hexagon / Intergraph*,,1/1/1998,,,,,,,,
Jefferson County E 9-1-1,Birmingham,Jefferson,AL,,,,,35203,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,55,  22.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1996,,,Motorola Solutions / CallWorks*,,,,,
Chambers County E 9-1-1,Lanett,Chambers,AL,,,,,36863,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,21,  6.00 ,0,GeoConnect,,1/1/2008,,,GeoConnect,,1/1/2008,,,
Etowah County Communications District,Rainbow City,Etowah,AL,,,,,35906,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,18,  6.00 ,0,GeoConnect,,1/1/2015,,,,,,,,
Tuscaloosa County E 9-1-1,Northport,Tuscaloosa,AL,,,,,35473,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,25,  6.00 ,0,In House Custom System*,,1/1/1999,Sam Houston / Crimes*,,Motorola Solutions / CallWorks*,,,Sam Houston / Crimes*,,
Cherokee County E 9-1-1,Centre,Cherokee,AL,,,,,35960,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  5.00 ,0,GeoConnect,,1/1/2007,,,Solacom*,1/1/2016,1/1/2021,,,
Tuscaloosa County Sheriff,Tuscaloosa,Tuscaloosa,AL,,,,,35401,1,,,"County, Sheriff or Police",0,Law,105,217,  5.00 ,650,Jail Guardian,,1/1/2008,Axis,1/1/2007,Motorola Solutions / CallWorks*,,,Jail Guardian,1/1/2008,Motorola Solutions / CommandCentral
Covington County E911,Andalusia,Covington,AL,,,,,36420-4533,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  4.00 ,0,CentralSquare / TriTech / Zuercher,,8/1/2019,,,Motorola Solutions / CallWorks*,,,,,
Geneva County E 9-1-1,Hartford,Geneva,AL,,,,,36344,1,,,Dispatch Center (Stand Alone),0,Dispatch,,10,  4.00 ,0,CentralSquare / TriTech / Zuercher,,5/24/2018,,,Motorola Solutions / CallWorks*,,1/1/2019,,,
Lee County E 9-1-1,Opelika,Lee,AL,,,,,36803-4129,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  4.00 ,0,Other,,1/1/2003,,,,,,,,
DeKalb County E 9-1-1,Ft. Payne,Dekalb,AL,,,,,35967,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,15,  4.00 ,0,Radio's,,1/1/2013,CentralSquare / TriTech / Positron*,1/1/2005,,,,,,
Greene County 911,Eutaw,Greene,AL,,,,,35462,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  3.00 ,0,CGI,,1/1/2003,,,CGI,,,,,
Henry County/Abbeville 911,Abbeville,Henry,AL,,,,,36310-0308,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  3.00 ,0,CGI,,1/1/2008,,,Motorola Solutions / CallWorks*,,,,,
Macon County E 9-1-1 Board,Tuskegee Inst.,Macon,AL,,,,,36087,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,8,  3.00 ,0,Justice Solutions*,,,In House Custom System*,1/1/2008,Sentinals,,,,,
Randolph County E 9-1-1,Wedowee,Randolph,AL,,,,,36278,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  3.00 ,0,Motorola Solutions +,,1/1/2004,,,Motorola Solutions / Vesta,,,,,
Butler County E 9-1-1,Greenville,Butler,AL,,,,,36037,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,9,  3.00 ,0,Other,,12/1/2016,Southern Software,2/1/2012,Motorola Solutions / CallWorks*,,,,,
Franklin County E 9-1-1,Russellville,Franklin,AL,,,,,35653,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  3.00 ,0,Southern Software,,4/1/2018,,,Motorola Solutions / Vesta*,,,,,
Huntsville International Airport,Huntsville,Madison,AL,,,,,35824,1,,,"Police, Airport",0,Law,20,25,  2.00 ,0,,,,,,,,,,,
Lamar County E 9-1-1,Vernon,Lamar,AL,,,,,35592,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  2.00 ,0,GeoConnect,,8/27/2018,,,Motorola Solutions / Vesta,,8/7/2018,,,
Winston County E 9-1-1,Double Springs,Winston,AL,,,,,35553,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,8,  2.00 ,0,GeoConnect,,1/1/2016,,,Motorola Solutions / Vesta,,,,,
Hale County E 9-1-1,Greensboro,Hale,AL,,,,,36744,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,8,  2.00 ,0,LAS,,1/1/2006,,,Intrado / West*,,,,,
Wilcox County E 9-1-1,Camden,Wilcox,AL,,,,,36726,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  2.00 ,0,LAS,,1/1/1998,,,Motorola Solutions / Vesta*,,,,,
Tallassee Police Department,Tallassee,Elmore,AL,,,,,,1,,,"Police, Municipal",0,Law,18,24,  2.00 ,0,Southern Software,,1/1/2019,Southern Software,1/1/2019,Southern Software,,,,,Southern Software
Henry County 9-1-1 Board,Abbeville,Henry,AL,,,,,36310,1,,,Dispatch Center (Stand Alone),0,Dispatch,,14,  2.00 ,0,Unknown,,1/1/2006,,,,,,,,
EAMC-EMS,Opelika,Lee,AL,,,,,,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,106,  2.00 ,0,ZOLL / RescueNet,,1/1/2014,,,AT&T / Interact,,,,,
Poarch Creek Police Department,Atmore,Escambia,AL,,,,,36502,1,,,"Police, Municipal",0,Law,50,50,  1.00 ,0,,,,Southern Software,,,,,,,
Columbia Police Department,Columbia,Houston,AL,,,,,36319,1,,,"Police, Municipal",0,Law,2,7,  1.00 ,0,Sam Houston / Crimes*,,,Sam Houston / Crimes*,,,,,,,
Marshall Space Flight Center 911 Center,Madison,Madison,AL,,,,,35758,1,,,Dispatch Center (Stand Alone),,Dispatch,,18,  6.00 ,,In House Custom System*,,,,,In House Custom System*,,,,,
Alabama Dept. of Corrections Investigations,Montgomery,,AL,,,,,36104,1,,,Correctional Facility,,Corrections,40,40,,,,,,,,,,,,,
Alabama Regional Communications System,,,AL,,,,,,1,,,Dispatch Center (Stand Alone),,Dispatch,,,,,,,,,,,,,,,
Marion County Sheriff's Office,Hamilton,,AL,,,,,35570,1,,,"County, Sheriff or Police",,Law,,,,,,,,,,,,,,,
Montgomery Airport Police,Montgomery,,AL,,,,,,1,,,"Police, Airport",,Law,,,,,,,,,,,,,,,
Cullman County Juvenile Detention Center,Cullman,Cullman,AL,,,,,35055,1,,,Correctional Facility,,Corrections,,,,10,,,,,,,,,,,
Madison County Corrections,Huntsville,Madison,AL,,,,,85801,1,,,Correctional Facility,,Corrections,,191,,1220,,,,,,,,,CTS,,
Alabama Coroners' Association,Montgomery,Montgomery,AL,,,,,36116,1,,,"Police, Other",,Law,,100,,,,,,,,,,,,,
Huntsville City Schools,Huntsville,Huntsville ,AL,,,,,35801,1,,,"Police, K-12",,Law,,52,,,Spillman Technologies,,,Spillman Technologies,,,,,,,
Arkansas State Police,Little Rock,Pulaski,AR,,,,,72209-4822,1,,,"Police, State",2673400,Law,416,516,  16.00 ,0,Radio's,,,Niche Software Solutions,,,,,,,
Sebastian County Sheriff's Department,Fort Smith,Sebastian,AR,,,,,72901-3726,1,,,"County, Sheriff or Police",230000,Law,75,150,  3.00 ,0,Tyler Technologies / New World (Aegis)*,,10/1/2012,Tyler Technologies / New World (Aegis)*,10/1/2012,AT&T / Interact,,,Tyler Technologies / New World (Aegis)*,10/1/2012,
Washington County Sheriff's Department,Fayetteville,Washington,AR,,,,,72701-5311,1,,,"County, Sheriff or Police",225500,Law,200,330,  7.00 ,710,Southern Software,,1/1/2010,M&M Microsystems / SOMS*,1/1/1996,Motorola Solutions / Vesta,,,M&M Microsystems / SOMS*,1/1/2006,M&M Microsystems / SOMS*
Little Rock Police Department,Little Rock,Pulaski,AR,,,,,72201-1304,1,,,"Police, Municipal",183133,Law,519,631,  4.00 ,0,Motorola Solutions / Premier One*,,1/1/1993,Motorola Solutions / Premier One*,1/1/1993,,,,,,
Saline County Central Communication,Benton,Saline,AR,,,,,72015-4330,1,,,Dispatch Center (Stand Alone),117400,Dispatch,0,20,  5.00 ,0,Southern Software,,1/1/2017,,,Motorola Solutions / Vesta,1/1/2015,1/1/2020,,,
